_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
917882530,false,finalized,3,3/28/2016 09:00:23,caution_and_advice,1.0,,'451228417711558658',Expertos alertan sobre otro posible sismo en #Chile; el de ayer fue de magnitud 8.2 y dejÃ³ 6 muertos http://t.co/btjnbJuN2y
917882531,false,finalized,3,3/28/2016 08:39:41,injured_or_dead_people,1.0,,'451228418026516480',"MÃ¡s leÃ­do: Fuerte terremoto en Chile deja dos muertos y varios heridos | Cubadeâ€¦ http://t.co/4q38AD1A9U, see more http://t.co/q0hel1Ifq4"
917882532,false,finalized,3,3/28/2016 08:51:38,injured_or_dead_people,0.6898,,'451228418072657920',RT @laregionweb: Muertos aumentan a seis y levantan alerta de tsunami en Chile http://t.co/ASbIqjk1Et
917882533,false,finalized,3,3/28/2016 09:10:19,injured_or_dead_people,1.0,,'451228418424983553',â†“â†“ #GusttosoTeama Varios muertos y heridos tras potente terremoto en Chile: Santiago.- M... http://t.co/x3vYkUMhdR #GusttosoTeama â†‘â†‘
917882534,false,finalized,3,3/28/2016 09:59:27,donation_needs_or_offers_or_volunteering_services,0.6688,,'451228418915328000',Gobierno chileno inicia reparto masivo de ayuda por terremoto en el norte: SANTIAGO DE CHILE.- El Gobierno chileno iniciÃ³ hoy el repa...
917882535,false,finalized,3,3/28/2016 08:35:28,injured_or_dead_people,1.0,,'451228419049914368',Chile reporta 5 muertos. Se fugan un lote de presos. [imagenes]: El terremoto de Chile en imagenesâ€¦-BBC Vean m... http://t.co/XFcEp2ZSRn
917882536,false,finalized,4,3/28/2016 09:28:14,injured_or_dead_people,0.5451,,'451228419238264832',"RT @MarcelaHerreraR: Chile terremoto 8.2 y 5muertos.MÃ©x sin terremoto +muertos a diario.En Chile se derrumbÃ³ mina,salvan a todos y n Mex Foâ€¦"
917882537,false,finalized,3,3/28/2016 09:44:24,infrastructure_and_utilities_damage,1.0,,'451228419238293505',#CubaTrabajan en Chile por restablecer servicios tras el terremoto http://t.co/v87sDtumcm #Razonesdecuba
917882538,false,finalized,3,3/28/2016 08:45:15,injured_or_dead_people,1.0,,'451228419494514688',RT @CarlaLioness_86: Son seis los muertos por el terremoto en Chile y hay 900.000 evacuados http://t.co/ETyivcDMas vÃ­a @lanacioncom hermanoâ€¦
917882539,false,finalized,3,3/28/2016 09:13:06,donation_needs_or_offers_or_volunteering_services,0.6834,,'451228419519709184',RT @Braatambornini1: #FuerzaChile ? ellos tambiÃ©n pidieron por nosotros un dÃ­a como hoy? CHILENOS PUTOOOOOS que los vengan a ayudar los ingâ€¦
917882540,false,finalized,3,3/28/2016 09:12:38,infrastructure_and_utilities_damage,0.6865,,'451228420153028608',EstÃ¡n suspendidos los servicios de autobuses hacia la zona donde se produjo el terremoto del norte de Chile http://t.co/OtFUXB2C8n
917882541,false,finalized,3,3/28/2016 09:42:53,injured_or_dead_people,1.0,,'451228420765392896',"RT @eEAmerica: Chile confirma cinco muertos en el norte del paÃ­s a causa del un terremoto de 8,2 grados.. http://t.co/P6PCOSRkrD"
917882542,false,finalized,3,3/28/2016 09:44:51,donation_needs_or_offers_or_volunteering_services,1.0,,'451228420928593922',"#Albert_Stanlie INF: Afectados por terremoto en Chile protestan por falta de ayuda: SANTIAGO DE CHILE, Chile.-... http://t.co/rhHviWxEGm"
917882543,false,finalized,3,3/28/2016 09:01:28,injured_or_dead_people,0.6465,,'451228420937375744',Muertos aumentan a 6 y levantan alerta de tsunami tras terremoto en Chile http://t.co/H5KtBN5m00
917882544,false,finalized,3,3/28/2016 09:59:27,other_useful_information,1.0,,'451228421335814144',RT @elEconomistaes: #VÃ­deo | Ya hay imÃ¡genes del #terremoto en #Chile tomadas por los propios ciudadanos que lo sufrieron http://t.co/7c8I0â€¦
917882545,false,finalized,3,3/28/2016 08:39:24,donation_needs_or_offers_or_volunteering_services,0.6704,,'451228421381558272',RT @sebaflynn: Mi casa despuÃ©s del terremoto y una pared q da a lacalle que puede caer y aun no recibo ayuda #iquique @HombredeRadio http:/â€¦
917882546,false,finalized,3,3/28/2016 08:39:24,other_useful_information,0.3453,,'451228422023692288',"RT @Cooperativa: Ministro PeÃ±ailillo en #Iquique: ""Todos los recursos que sean necesarios para la ayuda van a estar disponibles"" http://t.câ€¦"
917882547,false,finalized,3,3/28/2016 08:42:30,sympathy_and_emotional_support,1.0,,'451228422678020096',Desde la red de los ecoactivos enviamos un abrazo a los amigos del norte de #Chile atentos y viendo como ayudar #TerremotoenChile
917882548,false,finalized,3,3/28/2016 09:10:19,injured_or_dead_people,1.0,,'451228422912880640',Cinco muertos tras terremoto en Chile http://t.co/IX6X0HoUzJ Unete @TeamPGV
917882549,false,finalized,3,3/28/2016 08:34:33,not_related_or_irrelevant,1.0,,'451228422950232064',"RT @Camilaaaaa13: No entiendo como hay gente q ponga #MuerteAChilenos por lo que paso con Malvinas ,fue el gobierno no los cuidadanos ignorâ€¦"
917882550,false,finalized,4,3/28/2016 09:10:17,injured_or_dead_people,1.0,,'451228423130587136',Cinco muertos tras terremoto en Chile http://t.co/UgRqPDRYPA Unete @TeamPGV
917882551,false,finalized,3,3/28/2016 09:46:17,donation_needs_or_offers_or_volunteering_services,0.6848,,'451228423294185472',Habitantes de norte chileno pierden la calma por lenta ayuda tras terremoto: SANTIAGO DE CHILE.- La calma y pa... http://t.co/UWNlQPvbso
917882552,false,finalized,3,3/28/2016 09:12:38,not_related_or_irrelevant,1.0,,'451228423390633984',Mi cuÃ±ada me da consejos boludos xD
917882553,false,finalized,3,3/28/2016 09:01:28,donation_needs_or_offers_or_volunteering_services,1.0,,'451228423512281088',Terremoto: Gobernantes ofrecen ayuda a Chile http://t.co/OmlLy67F80
917882554,false,finalized,3,3/28/2016 08:46:26,injured_or_dead_people,1.0,,'451228423537438722',"RT @EduContreras: #bachelet evacuada por #tsunami, lÃ¡stima que el #27F los 185 muertos por su culpa no tuvieron la misma suerte #Terremotoeâ€¦"
917882555,false,finalized,3,3/28/2016 08:45:38,not_related_or_irrelevant,0.3491,,'451228423646478336',RT @NTN24 Sismo de magnitud 8.2 trae a la memoria el terremoto de 2010 que dejÃ³ mÃ¡s de 500 muertos en Chile http://t.co/1cZGvsnnqV
917882556,false,finalized,3,3/28/2016 08:51:28,donation_needs_or_offers_or_volunteering_services,0.6848,,'451228424200544256',"RT @AhNoticiasMega: Hogar de Cristo, Caritas Chile y CorporaciÃ³n MarÃ­a Ayuda inician campaÃ±a solidaria para vÃ­ctimas del terremoto http://tâ€¦"
917882557,false,finalized,3,3/28/2016 09:15:01,sympathy_and_emotional_support,1.0,,'451228424741220352',"RT @LuceroMexico: Chile, PerÃº, Ecuador y Bolivia deseando que ese probable tsunami se esfume y nada malo suceda. Constantes oraciones y decâ€¦"
917882558,false,finalized,3,3/28/2016 08:38:21,not_related_or_irrelevant,1.0,,'451228425010040832',"RT @HombredeRadio: #IQUIQUE: Delincuentes vestidos de Bomberos ""marcan"" las casas, en un falso catastro por algunos sectores. CUIDADO!! httâ€¦"
917882559,false,finalized,3,3/28/2016 09:45:11,injured_or_dead_people,1.0,,'451228425089724416',Cinco muertos tras terremoto en Chile http://t.co/kWDrKqw7Au Unete @TeamPGV
917882560,false,finalized,3,3/28/2016 09:02:33,injured_or_dead_people,1.0,,'451228425294856192',RT @BluRadioCo: Declarada zona de catÃ¡strofe en norte de Chile por terremoto que causÃ³ 5 muertos http://t.co/6V7IcL3ZJU #MaÃ±anasBLU4AM
917882561,false,finalized,3,3/28/2016 08:55:45,injured_or_dead_people,1.0,,'451228425366171650',"#YokelChang Gobierno de Chile confirma cinco muertos a causa del terremoto: SANTIAGO DE CHILE, Chile.- El Gobi... http://t.co/JWgIcXgG1D"
917882562,false,finalized,4,3/28/2016 09:32:03,donation_needs_or_offers_or_volunteering_services,0.4867,,'451228425609424897',"RT @alegriagonzaa: #Stgo Centro de Acopio en ayuda a  #IQUIQUE U. Arcis Libertad #53,ingreso por Erasmo Escala #27, Metro ULA) @christianpiâ€¦"
917882563,false,finalized,3,3/28/2016 08:51:38,caution_and_advice,0.3648,,'451228425949569024',@24HorasTVN a nadie le importa! Mejor que aparezca el Decreto que entrega ayuda urgente a #Pescadores tras #Terremoto #iquique #arica #chile
917882564,false,finalized,4,3/28/2016 09:29:22,donation_needs_or_offers_or_volunteering_services,0.7619,,'451228426322849792',RT @CNNChile: Los habitantes de Iquique aseguran que el Gobierno no les ha brindado ayuda tras el terremoto. Detalles con @tv_monica #CNNChâ€¦
917882565,false,finalized,3,3/28/2016 09:20:55,not_related_or_irrelevant,0.6899,,'451228426712526848',"RT @BrianAmado: #FuerzaChile es TT en Argentina, cuando hace exactamente 32 aÃ±os ayudaron a Inglaterra en la guerra de Malvinas, Chile = Trâ€¦"
917882566,false,finalized,3,3/28/2016 08:43:29,donation_needs_or_offers_or_volunteering_services,1.0,,'451228427593322496',"#TeamShwleadorâ™¥ Afectados por terremoto en Chile protestan por falta de ayuda: SANTIAGO DE CHILE, Chile.- ... http://t.co/OakH7Agz7p .I."
917882567,false,finalized,4,3/28/2016 09:32:03,injured_or_dead_people,1.0,,'451228428222877696',Cinco muertos tras terremoto en Chile http://t.co/sYtIcM9grD Unete @TeamPGV
917882568,false,finalized,3,3/28/2016 09:13:06,injured_or_dead_people,1.0,,'451228428738781184',Cinco muertos tras terremoto en Chile http://t.co/ZagOBm86hI Unete @TeamPGV
917882569,false,finalized,3,3/28/2016 08:29:37,injured_or_dead_people,1.0,,'451228428776521728',RT @Josegnu: #NotisMcbo Terremoto en Chile dejÃ³ dos muertos y varios heridos: se mantiene alerta de tsunami por 6 horas http://t.co/SCrojeOâ€¦
917882570,false,finalized,3,3/28/2016 09:14:46,sympathy_and_emotional_support,1.0,,'451228429245886464',RT @RockeroFloyd: Batman ayÃºdanos ! #TerremotoenChile #FuerzaChile #FuerzaNorteDeChile http://t.co/WDCznG9LfA
917882571,false,finalized,3,3/28/2016 09:20:55,injured_or_dead_people,0.6899,,'451228429367910401',Varios muertos y heridos tras potente terremoto en Chile: Santiago.- Miles de personas permanecÃ­an fuera de su... http://t.co/yBLTSHsLI9
917882572,false,finalized,4,3/28/2016 09:41:38,injured_or_dead_people,1.0,,'451228430512562177',"RT @noticias24: Se elevan a seis los muertos tras terremoto de 8,2 en Chile: cancelan alerta de tsunami (+fotos) - http://t.co/sZlFQl49Ex"
917882573,false,finalized,3,3/28/2016 08:44:31,infrastructure_and_utilities_damage,1.0,,'451228431074992128',Gobierno de Chile trabaja para restablecer servicios tras el terremoto: (CNN EspaÃ±ol) - DespuÃ©s de superar el ... http://t.co/ypitzHq6Wu
917882574,false,finalized,3,3/28/2016 08:38:21,sympathy_and_emotional_support,1.0,,'451228431624466432',"RT @Anahi: Me duele en el corazon saber la angustia q viven en estos momentos. #chile mis oraciones para ustedes, mando todo mi amor."
917882575,false,finalized,4,3/28/2016 09:15:38,other_useful_information,0.5035,,'451228432408788993',"AHORA aeropuertos de Arica, Iquique y Antofagasta estÃ¡n prestando servicios en forma normal. Lan reanuda vuelos. #TerremotoenChile"
917882576,false,finalized,3,3/28/2016 08:51:11,injured_or_dead_people,1.0,,'451228432446545920',"@Arenososerie119 Cinco muertos y alerta de tsunami en Chile por terremoto de 8,3 grados... http://t.co/NddvBradfY https://t.co/PvUZgZsycJ"
917882577,false,finalized,3,3/28/2016 09:31:22,donation_needs_or_offers_or_volunteering_services,1.0,,'451228433029148672',RT @T13: Pescadores no sindicalizados de Iquique reclaman por nula ayuda tras terremoto   http://t.co/8p5m8L1A0B http://t.co/TcvaS8KGKj
917882578,false,finalized,4,3/28/2016 09:28:14,other_useful_information,0.5377,,'451228433096261632',"Y es por los ""realities derechistas"" (simulacros de tsunami en iquique) que basureÃ³ el ""honorable"" @Hugo_Gutierrez_ es que no hubo + muertos"
917882579,false,finalized,3,3/28/2016 09:02:33,donation_needs_or_offers_or_volunteering_services,0.6613,,'451228433163771904',Actualidad: Presidente de PerÃº ofrece ayuda a Chile para buscar a desaparecidos tras terremoto http://t.co/nSGthJUQCC
917882580,false,finalized,4,3/28/2016 08:35:25,donation_needs_or_offers_or_volunteering_services,0.5292,,'451228433285005312',"@Iquique_Tweet gracias a todos por ayudar, Fernanda ya esta con su familia #iquique porfa RT"
917882581,false,finalized,3,3/28/2016 09:46:17,injured_or_dead_people,0.6848,,'451228433717014528',"RT @FARANDULATOR: Hay menos Muertos en Terremoto de Chile que la cagÃ¡ que tiene @NicolasMaduro en Venezuela, ese WeÃ³n si que es CatÃ¡strofe â€¦"
917882582,false,finalized,4,3/28/2016 08:35:26,donation_needs_or_offers_or_volunteering_services,0.7457,,'451228433755176960',RT @Univ_de_Chile: Â¡Â¡Â¡TE ESPERAMOS HOY A LAS 11:30 hrs CON TU AYUDA!!! #FuerzaNorte #Iquique #Arica #AltoHospicio #Huara #TarapacÃ¡ http://tâ€¦
917882583,false,finalized,3,3/28/2016 09:18:06,injured_or_dead_people,1.0,,'451228433776144384',"RT @LaVonHayek: EngreÃ­da CFK, q tuvo 89 muertos cuando lloviÃ³ 300 mm en La Plata, ""ofrece ayuda"" a Chile q con terremoto 8.3 tuvo 6 vÃ­ctimaâ€¦"
917882584,false,finalized,3,3/28/2016 08:43:29,other_useful_information,0.3489,,'451228434505957377',(#PasaoDeFama) Gobierno de Chile trabaja para restablecer servicios tras el terremoto: (CNN Es... http://t.co/trbZXmAhvP (#FernandoMVP_)
917882585,false,finalized,3,3/28/2016 09:42:53,infrastructure_and_utilities_damage,0.6722,,'451228434690109440',RT @CNNEE: Gobierno de #Chile trabaja para restablecer servicios tras el terremoto. http://t.co/xgwGB4YFKS
917882586,false,finalized,3,3/28/2016 09:34:30,injured_or_dead_people,1.0,,'451228437722980352',Se eleva a seis el nÃºmero de muertos por el terremoto en Chile http://t.co/QKD42OY2RL
917882587,false,finalized,3,3/28/2016 09:10:19,donation_needs_or_offers_or_volunteering_services,1.0,,'451228437730955264',@MovSocialChile Recolectan ayudas para damnificados de terremoto en Chile http://t.co/9xuQTO5Pdn via https://t.co/B81ZuiigTk APOYO RT RT RT
917882588,false,finalized,3,3/28/2016 09:45:11,donation_needs_or_offers_or_volunteering_services,1.0,,'451228439304208384',RT @RicardoPatinoEC: Nuestra solidaridad con el hermano pueblo de Chile por el terremoto producido.  Hemos ofrecido inmediata ayuda a su Emâ€¦
917882589,false,finalized,3,3/28/2016 08:38:52,injured_or_dead_people,1.0,,'451228441413955584',"(#EdwincitoOliver) Cinco muertos y al menos 20 rÃ©plicas tras el terremoto de 8,2 grados en Chile: SANTIAGO DE ... http://t.co/TzlfksZ7wC"
917882590,false,finalized,3,3/28/2016 08:58:08,injured_or_dead_people,1.0,,'451228441661042688',Aumenta a seis el nÃºmero de muertos y levantan alerta de tsunami tras terremoto en Chile. http://t.co/G1ur7wFCmP #TerremotoEnChile
917882591,false,finalized,3,3/28/2016 09:13:06,donation_needs_or_offers_or_volunteering_services,0.6834,,'451228442059476992',Todo Chile Se mueve en ayudaTerremoto en el Norte de Chile http://t.co/Lt7bgNch8a #storify #iquique #terremoto
917882592,false,finalized,3,3/28/2016 09:34:30,injured_or_dead_people,1.0,,'451228443271643137',"RT @yohaliresendiz: Hasta ahora, seis los muertos y levantan alerta de tsunami tras terremoto en #Chile"
917882593,false,finalized,3,3/28/2016 09:44:24,donation_needs_or_offers_or_volunteering_services,1.0,,'451228443456581633',Chile se moviliza en ayuda de los damnificados por elÂ terremoto http://t.co/L3kD9zrbLB
917882594,false,finalized,4,3/28/2016 09:33:48,injured_or_dead_people,1.0,,'451228443586596864',@Stanleysosa_ Terremoto con seis muertos en Chile pone a prueba nuevo Gobierno de Bachelet: SANT... http://t.co/cNvhuHu1qN @Stanleysosa_
917882595,false,finalized,3,3/28/2016 08:51:38,donation_needs_or_offers_or_volunteering_services,1.0,,'451228443678482432',RT @elobservatodo: Recolectan ayuda para animales del norte del paÃ­s tras terremoto http://t.co/0GmEFI394G #laserena #coquimbo #chile http:â€¦
917882596,false,finalized,4,3/28/2016 09:15:38,donation_needs_or_offers_or_volunteering_services,1.0,,'451228444505161729',@olle_leonardo Afectados por terremoto en Chile protestan por falta de ayuda: SANTIAGO DE CHILE... http://t.co/6Mvfa9RJGq @olle_leonardo
917882597,false,finalized,3,3/28/2016 09:07:01,sympathy_and_emotional_support,1.0,,'451228445390159872',RT @JLmansillap: #Chile mis oraciones con ustedes... Con @pmandunn
917882598,false,finalized,4,3/28/2016 08:35:26,injured_or_dead_people,1.0,,'451228446673633280',"Al menos 5 muertos tras un terremoto de magnitud 8,2 en la costa de Chile: El ministro del Interior ha comunicado que se ha levantado..."
917882599,false,finalized,3,3/28/2016 08:34:33,donation_needs_or_offers_or_volunteering_services,1.0,,'451228446887129088',RT @FernandoGarayP: #FuerzaIquique Jueves y Viernes frente Rodoviario #ViÃ±a recibimos ayuda de alimentos no perecibles p enviar a pescadoreâ€¦
917882600,false,finalized,3,3/28/2016 08:58:08,donation_needs_or_offers_or_volunteering_services,0.6716,,'451228447051112449',RT @Pablo__CH: AYUDA CON UN RT por favor #iquique #terremoto @RoloHahn @biobio @Iquique_Tweet http://t.co/i6dhZzZ1AN
917882601,false,finalized,3,3/28/2016 09:14:22,donation_needs_or_offers_or_volunteering_services,0.6919,,'451228447101448192',RT @T13: [VIDEO] Michelle Bachelet compromete ayuda para pescadores afectados #TerremotoenChile http://t.co/z3TC3ekTYl http://t.co/NEtvyiRLâ€¦
917882602,false,finalized,4,3/28/2016 09:10:17,not_related_or_irrelevant,0.5108,,'451228447285583872',RT @starla__: Se acuerdan cuando la muni de #iquique negÃ³ ayuda a Bomberos? Y pensar que se han visto mÃ¡s que Soria en la calle ayudando.
917882603,false,finalized,3,3/28/2016 09:46:17,donation_needs_or_offers_or_volunteering_services,1.0,,'451228447667286016',RT @Emol: JapÃ³n y CanadÃ¡ se suman a los ofrecimientos de ayuda a Chile por terremoto en el norte http://t.co/PlZgdl0cB8
917882604,false,finalized,3,3/28/2016 09:45:11,sympathy_and_emotional_support,1.0,,'451228447961272320',RT @liviiaarantes: Oraciones y fuerza por el terremoto  que sucedio en #Chile Dios estÃ¡ con  usted hermanos #PrayForChile #FuerzaChile
917882605,false,finalized,3,3/28/2016 08:45:38,injured_or_dead_people,1.0,,'451228448590016512',"Fuerte terremoto de 8,2 deja seis muertos y varios heridos en Chile. https://t.co/cRooQl4bFi"""
917882606,false,finalized,4,3/28/2016 09:32:03,donation_needs_or_offers_or_volunteering_services,0.4867,,'451228450213224448',"RT @lapeordetodaz: @LegionariesLC tristes por el terremoto vivido aca en Iquique, Chile. poca agua y escaces de servicios bÃ¡sicos. Pero lo â€¦"
917882607,false,finalized,3,3/28/2016 09:31:22,missing_trapped_or_found_people,0.3602,,'451228450528178176',RT @thecliniccl: Pobrecito: asÃ­ fue el angustiante rescate de un perrito luego del terremoto en Iquique - http://t.co/tk0pojPVPe http://t.câ€¦
917882608,false,finalized,3,3/28/2016 09:05:37,sympathy_and_emotional_support,0.6771,,'451228450863337472',"Chuatas, alerta de tsunami!!! #FuerzaNorteDeChile #FuerzaIquique , mis oraciones siguen con ustedes #iquique"
917882609,false,finalized,3,3/28/2016 09:42:53,injured_or_dead_people,1.0,,'451228451027316736',Confirman seis muertos y 972.000 evacuados por el terremoto en Chile http://t.co/saGDcpw1Yv http://t.co/EO2F1ujwDU
917882610,false,finalized,3,3/28/2016 09:46:17,injured_or_dead_people,0.6663,,'451228451060461568',"#Albert_Stanlie INF: Chile evalÃºa daÃ±os despuÃ©s de terremoto que causÃ³ seis muertos: IQUIQUE, Chile. AFP. Mile... http://t.co/TuaWgJ64c1"
917882611,false,finalized,4,3/28/2016 08:35:26,injured_or_dead_people,1.0,,'451228451190870016',#PelucheHere Terremoto con seis muertos en Chile pone a prueba nuevo Gobierno de Bachelet: SANTIA... http://t.co/BylIPzt4yL #PelucheHere
917882612,false,finalized,3,3/28/2016 08:39:24,not_related_or_irrelevant,0.6704,,'451228451920285696',"RT @Fatapaolettaok: #FuerzaChile che chileno che chileno que amargado se te ve, cuando venga el tsunami pedile ayuda a un inglÃ©s â™ª http://tâ€¦"
917882613,false,finalized,3,3/28/2016 08:52:25,donation_needs_or_offers_or_volunteering_services,0.6823,,'451228451949641729',"@adnradiochile #TerremotoenChile Q Bachelet deje de hacer tour en el norte. Manda ayuda URGENTE Alto Hospicio, ya!Gente en la calle sin nada"
917882614,false,finalized,3,3/28/2016 09:31:22,donation_needs_or_offers_or_volunteering_services,1.0,,'451228452167745536',En #iquique la ayuda la esta haciendo @RenzoTrisotti @Luzebensperger y los habitantes de Arica y TarapacÃ¡
917882615,false,finalized,3,3/28/2016 08:39:24,donation_needs_or_offers_or_volunteering_services,1.0,,'451228452339720193',RT @TuTioPelao: RT Centros de Acopio para ir en Ayuda #FuerzaNorteDeChile #FuerzaChile #FuerzaArica  @DonDateador http://t.co/MWcuA11XRj
917882616,false,finalized,3,3/28/2016 09:37:56,sympathy_and_emotional_support,0.6468,,'451228452679876608',RT @HeyHeyHeyYou_: DEJEN DE ESCRIBIR COSAS SOBRE ESTE TT #MuerteAChilenos Y VAYAN A AYUDAR A LAS PERSONAS. Argentina los apoya siempreâ™¥ #Fuâ€¦
917882617,false,finalized,3,3/28/2016 08:55:45,displaced_people_and_evacuations,1.0,,'451228453086695424',RT @AhNoticiasMega: URGENTE Alarma de tsunami en Iquique. Miles de ciudadanos comienzan a evacuar en estos minutos. Sismo de similar magnitâ€¦
917882618,false,finalized,3,3/28/2016 08:58:08,injured_or_dead_people,1.0,,'451228453623197696',"Terremoto con seis muertos en Chile pone a prueba nuevo Gobierno de Bachelet: SANTIAGO DE CHILE, Chile.- Chile... http://t.co/GdVyCeAIb0"
917882619,false,finalized,4,3/28/2016 09:29:22,not_related_or_irrelevant,0.5024,,'451228453799346176',RT @Vero_Animalista: @RoyalCaninChile #AYUDAANIMALNORTE SÃºmense a colaborar :) @FreddyOD #Chile #Iquique #Arica http://t.co/NmPVh65DsF
917882621,false,finalized,3,3/28/2016 08:36:41,injured_or_dead_people,1.0,,'451228454009069568',"RT @sextaNoticias: Un terremoto de 8,2 grados deja cinco muertos en Chile, donde se mantiene la alerta de tsunami en el borde costero http:â€¦"
917882622,false,finalized,3,3/28/2016 09:18:06,donation_needs_or_offers_or_volunteering_services,0.6558,,'451228455188066304',"Ellos tambiÃ©n son vÃ­ctimas del Terremoto, Necesitamos su ayuda. @Purina_cl @NestleCL @Siliconvalle #Arica #Iquique http://t.co/v3JBy4CuLD"
917882623,false,finalized,4,3/28/2016 09:32:03,injured_or_dead_people,1.0,,'451228455414550528',"Terremoto con seis muertos en Chile pone a prueba nuevo Gobierno de Bachelet: SANTIAGO DE CHILE, Chile.- Chile, el paÃ­s mÃ¡s sÃ­smico d..."
917882624,false,finalized,3,3/28/2016 08:55:45,injured_or_dead_people,1.0,,'451228455431315456',RT @AgenciaCN: Ãšltima Hora: Terremoto de 8.2 grados deja seis muertos en Chile http://t.co/7EMRLyyJlv #acn http://t.co/4OFjvOsWnW
917882625,false,finalized,3,3/28/2016 09:59:27,donation_needs_or_offers_or_volunteering_services,0.6688,,'451228455539974144',#FuerzaChile? Justicia divina!!!! Anda a pedir ayuda a los ingleses hdp
917882626,false,finalized,3,3/28/2016 09:20:55,injured_or_dead_people,0.3643,,'451228455967813632',RT @YosefMel: #FuerzaChile: 2 muertos y 3000 evacuados. Incendio aÃºn fuera de control. Alerta roja para ViÃ±a y ValparaÃ­so: FOTO http://t.coâ€¦
917882627,false,finalized,4,3/28/2016 09:15:38,donation_needs_or_offers_or_volunteering_services,1.0,,'451228457452969984',RT @Rafaelvasquex: @Iquique_Tweet se necesitan voluntarios en la intendencia de #iquique para repartir ayuda de gobierno
917882628,false,finalized,3,3/28/2016 09:13:06,other_useful_information,0.6578,,'451228458492784641',"RT @perrosfelices_: ""@PamelaOsh: JÃ³venes realizan heroico rescate de perro atrapado tras terremoto http://t.co/R9Bclo3qJZ #chile http://t.câ€¦"
917882629,false,finalized,3,3/28/2016 08:42:30,not_related_or_irrelevant,0.6724,,'451228458723835904',RT @97Tootita: #fuerzachile ?  Que paÃ­s generoso es Argentina.  Creo que se olvidan que estos hijos de puta ayudaron a Inglaterra en la gueâ€¦
917882630,false,finalized,3,3/28/2016 09:12:17,donation_needs_or_offers_or_volunteering_services,1.0,,'451228459470442497',Habitantes de norte chileno pierden la calma por lenta ayuda tras terremoto: SANTIAGO DE CHILE.- La calma y paciencia que habÃ­an most...
917882631,false,finalized,4,3/28/2016 09:28:14,donation_needs_or_offers_or_volunteering_services,1.0,,'451228459738861568',"RT @reddeemergencia: Hoy gracias a donacion de Minera maricunga. Se donaron 17.000lts de agua en botellas de 1,5lts para #Iquique http://t.â€¦"
917882632,false,finalized,3,3/28/2016 09:24:54,sympathy_and_emotional_support,1.0,,'451228459780816897',"RT @h3lio: Para el pueblo de #Chile, mis oraciones y mi deseo para todos a salvo tras el terremoto de ayer"
