tweet_id,tweet_text,label
'503643009817128960',"RT @News24lHOT: Ã¢â‚¬Â¢ http://t.co/m3SdpIVsLR Ã¢â‚¬Â¢ earthquake 340  #earthquake Ã¢â‚¬Â¢ Dozens injured, 3 critically, after strong earthquake in CaÃ¢â‚¬Â_ http:Ã¢â‚¬Â_",injured_or_dead_people
'503643010127499264',"RT @jbooton: Rest easy oenophiles, Napa Valley quake wonÃ¢â‚¬â„¢t spike price of California #wine: http://t.co/LXMujQVznb",other_useful_information
'503643011990183936',&gt;&gt;&gt;&gt;&gt; http://t.co/4kriuxWWsb California begins quake clear-up http://t.co/mk3VkNpOkV &gt;&gt;&gt;&gt;&gt; http://t.co/4kriuxWWsb,other_useful_information
'503643013852463104',#NewsUpdates Insured losses from Napa earthquake could reach $500m to $1 billion http://t.co/YE3QNN5O3H,infrastructure_and_utilities_damage
'503643016653860864',Video shows moment earthquake hit California; updated reports say 120 injured #Cleveland http://t.co/lZ9iUwHB6X,injured_or_dead_people
'503643018906570752',6.0 earthquake strikes California wine country | Stuff ... http://t.co/sgN0xpODJV,other_useful_information
'503643019653181440',"RT @theprovince: 3 critically injured, 87 treated at hospital after 6.0 magnitude earthquake in California http://t.co/xn6GJz9FMw",injured_or_dead_people
'503643027076694016',RT @sofiaorden: Ã‚Â» http://t.co/qPBRxnTMmA  #Californiaearthquake 117 California earthquake: wine country clears up damage around Napa CalifoÃ¢â‚¬Â_,infrastructure_and_utilities_damage
'503643028591218688',"RT @NBCNightlyNews: At least 65 aftershocks have hit Napa County, California since Sunday's 6.0-magnitude earthquake. @JoeFryer joins us noÃ¢â‚¬Â_",other_useful_information
'503643029559734272',"RT @hwabeng: Ã¢â‚¬Å“@cnnbrk: A 7.0 magnitude earthquake strikes southern Peru, U.S. Geological Survey says.Ã¢â‚¬ÂùYesterday North California,the Big OnÃ¢â‚¬Â_",other_useful_information
'503643031367467008',Hoping for best: Powerful earthquake shakes Northern California http://t.co/gvBVrSbLgN http://t.co/aCgUeEt8ZE,sympathy_and_emotional_support
'503643033016233985',RT @svqjournalist: I'm taking over coverage of the #napaquake from downtown. The damage looks striking in person. http://t.co/jHWeYdhHAI,infrastructure_and_utilities_damage
'503643033280462848',RT @EuBetaLab1: Northern California earthquake is the strongest in 25 years - CNN http://t.co/BDsi3ZoRUB,other_useful_information
'503643033905410048',"M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC (via @usgs) http://t.co/KAOUxHw58u",other_useful_information
'503643033909202947',RT @CNN: This drone captured the aftermath of the 6.0 Napa earthquake. Watch the full video here: http://t.co/pANOvsuDB9 https://t.co/OD7EcÃ¢â‚¬Â_,other_useful_information
'503643036996227073',#CpCueroPornoqrafico California earthquake marks first major test of hard-luck city of ... http://t.co/pdagRONnlN [ #LozTeletobiiz ) Ã¢â„¢Â¥,other_useful_information
'503643039764860932',"RT @janinebucks: Ã¢â‚¬Â¢ http://t.co/sC6ZfMhPX2 Ã¢â‚¬Â¢ SFGate 131  #SFGate Ã¢â‚¬Â¢ Napa damaged, more than 100 hurt in Northern California quake http://t.coÃ¢â‚¬Â_",injured_or_dead_people
'503643040171700225',RT @heyyouapp: Ã¢â„¢Â_ http://t.co/xWUqkHD7Se 427  #earthquake  Ã¢â„¢Â_ earthquake  Ã¢â„¢Â_ State of Emergency Declared After California Earthquake http://t.Ã¢â‚¬Â_,caution_and_advice
'503643042926977025',"I really like graphs, and this one is pretty good - The Napa earthquake woke this many Jawbone Up wearers http://t.co/cOq1hljgjM",sympathy_and_emotional_support
'503643044642848768',"RT @cjwerleman: Somewhere, a Republican strategist is trying to prevent his client from linking California's earthquake to gay sex",other_useful_information
'503643044827394048',RT @mandari6: England GBR Newcastle upon Tyne http://t.co/yTujyhMdjZ BREAKING NEWS 965 California earthquake California earthquake: Most poÃ¢â‚¬Â_,other_useful_information
'503643045305516033',Napa earthquake map: Red-tagged buildings: Esri map shows the damages caused by the 6.0 Napa earthquake. http://t.co/6trj1MaO0X,infrastructure_and_utilities_damage
'503643045867188224',"RT @EditInfluence: Top story: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC http://t.co/xqp2iRgIKw, see more http:/Ã¢â‚¬Â_",not_related_or_irrelevant
'503643050128592896',"#BREAKING New Injury Numbers 172 injured, 7 fractures, 1 critical #napaquake http://t.co/nVYLPewtFR",injured_or_dead_people
'503643051378483200',#RT #ipad #iphone California begins quake clear-up http://t.co/DaQ1i7vVZa #app http://t.co/rO7KKVIpqP,other_useful_information
'503643054327484418',"RT @josephjett: UPDATE 10-California wine country shaken by 6.0 quake, dozens hurt  via @josephjett #bonds http://t.co/jWDQn76XWf",injured_or_dead_people
'503643056567255040',"RT @licknord: California is so chill, they just has a huge earthquake and they're like http://t.co/RHor0XXj4u",other_useful_information
'503643056629768192',Ã¢â€ â€™ #IsraelDice Ã‚Â°_Ã‚Â° Ã¯Â¿Â_ Losses From California Quake Could Top $1 Billion: The magnitude-6.0 earth... http://t.co/g6ZXRgCQAb #IsraelGarciaRD,other_useful_information
'503643062715703296',"Earthquake rocks northern California: An earthquake with a magnitude of 6.0 shakes northern California, with a... http://t.co/u5X5wtrr9o",other_useful_information
'503643062913212416',RT @latimes: Napa boy crushed by brick chimney in 6.0 quake: 'I should be dead' http://t.co/hQObyOFBUC,injured_or_dead_people
'503643063450083328',RT @stormchaser4850: UPDATE: 170+ people treated for injuries in aftermath of strong #California #earthquake http://t.co/hY1I7ToEur http://Ã¢â‚¬Â_,injured_or_dead_people
'503643063529398272',"RT @AboveMilton: California is so chill, we just had a huge earthquake and were like http://t.co/HKxbuHDp6v",other_useful_information
'503643073335685120',The former inspector at California's Diablo Canyon nuclear reactor worries it is susceptible to earthquake damage. http://t.co/2ksSyNHFnu,infrastructure_and_utilities_damage
'503643074514272256',RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369,not_related_or_irrelevant
'503643077836546048',Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/QEnzqYaaEZ #iPOst,infrastructure_and_utilities_damage
'503643080005013505',"RT @ginalimp: USA Ã‚Â» NEWS Ã‚Â» http://t.co/xhtVALI8gO HOT NEWS 958 earthquake Scores of aftershocks from Napa earthquake felt, more on the way Ã¢â‚¬Â_",other_useful_information
'503643081066184704',Prayers to all affected by #napaearthquake  this morning http://t.co/2Vmz353lCf,sympathy_and_emotional_support
'503643081871089664',RT @RT_com: California plans to build $80 million earthquake early-warning system http://t.co/rJ5FtAHJq6 http://t.co/j1DuEV5zCv,other_useful_information
'503643093589958657',"News Update!!: Napa, CA: Clean up continues after the Napa, California Earthquake. #NapaQuake http://t.co/YLJygm9ete",other_useful_information
'503643095204782081',RT @heyyouapp: Ã¢â‚¬Â¢ http://t.co/M7N2V2olhC Ã¢â‚¬Â¢ earthquake #Earthquake Today Earthquake California Napa Earthquake California Earthquake Ã¢â‚¬Â_ http:/Ã¢â‚¬Â_,other_useful_information
'503643096567926784',#USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit https://t.co/kIVL6jkglU http://t.co/RaZg1kWFpH,other_useful_information
'503643096601858048',"RT @LANow: Quake aftershocks damage Napa bridge, force lane closure http://t.co/4lLKVSi8Q8",infrastructure_and_utilities_damage
'503643097293914112',RT @mattdpearce: Drone footage of the earthquake damage in Napa: http://t.co/yRZzNkHwzX http://t.co/DpOIOwCf4O,other_useful_information
'503643098891575296',California starts quake clean-up http://t.co/vBCDgYrFrh #EMM,other_useful_information
'503643100204773377',"Fortunately, Gallery 1870 in Yountville, Ca only incurred minor damage during Sunday's Napa Valley earthquake,... http://t.co/5EhX8Uhm9P",infrastructure_and_utilities_damage
'503643104709066752',This Is What Northern California Looks Like After Earthquake - ABC News http://t.co/Iz0xO9MJIz via @ABC,other_useful_information
'503643105338216448',Napa rushes to fix quake damage as drought means early harvest  http://t.co/AZU1tiljq3,infrastructure_and_utilities_damage
'503643105485004800',"RT @aandreavitch: Quake rocks California wine country, dozens injured  via @josephjett #news http://t.co/irImSTC95V",injured_or_dead_people
'503643109620588544',"RT @SFGate: Fires, injuries, and more: the latest news and updates on this morning's #napaquake: http://t.co/A81CGAcahj http://t.co/OPioaP6Ã¢â‚¬Â_",injured_or_dead_people
'503643111206027264',RT @KPCC 20 things to do to prepare before the next earthquake hits Southern California http://t.co/0sLeOqiga3,other_useful_information
'503643112363671552',Ã¢â‚¬Å“@foodbeast: California Earthquake Destroys Half the Wine in Napa Vineyard http://t.co/yOGlU4N2LQ http://t.co/o2uZBP59BjÃ¢â‚¬Âù @smitchek,infrastructure_and_utilities_damage
'503643113793933312',RT @alawine: I see #napaquake trending on twitter. With your help I'd rather see these: #naparocks #pressonapa #napastrong #drinknapa #visiÃ¢â‚¬Â_,not_related_or_irrelevant
'503643117308764160',RT @nbcbayarea: Napa animal shelter officials have been able to reunite 11 dogs with their owners since Sunday's earthquake http://t.co/c6FÃ¢â‚¬Â_,other_useful_information
'503643117648486400',RT @DjKingAssassin: Ã¢Å“Âª #djkingassassin 6.0 earthquake shakes Northern California: Cop who killed Michael Brown starte... http://t.co/FiRkBldÃ¢â‚¬Â_,injured_or_dead_people
'503643124787609600',"Full statement by Napa Valley Vintners on new #earthquake relief find, with link for making donations: http://t.co/KuWzMz5zpV via  NapaRegis",donation_needs_or_offers_or_volunteering_services
'503643126141947904',California quake could put a cork in US wine industry #napaquake http://t.co/7cli0EuQlD,other_useful_information
'503643126683009025',RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369,not_related_or_irrelevant
'503643127132221440',"Scores of aftershocks from Napa earthquake felt, more on the way - Los Angeles Times: NBCNews.comScores of aft... http://t.co/Ml73ggaYvm",other_useful_information
'503643127253450753',What Caused California's Napa Earthquake? http://t.co/fMQehvkxGK #space,other_useful_information
'503643128931565568',RT @tomsteinfort: A very Californian way of dealing with the 6.0 earthquake in Napa overnight (via @vickydnguyen) http://t.co/TDg8raXG2P,other_useful_information
'503643128994086912',"Top storys: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UÃ¢â‚¬Â_ http://t.co/P65CFnpuCT, see more http://t.co/CMvgILHzHa",other_useful_information
'503643130059829248',RT @NapaCoRedCross: The @RedCross shelters in Napa and Vallejo remain open to assist those affected by the earthquake. #NapaQuake,donation_needs_or_offers_or_volunteering_services
'503643130923466753',RT @ProfPaulKrugman: Here is what a magnitude-6 earthquake does in China and CaliforniaÃ¢â‚¬Â_ http://t.co/OBvrSoJifb http://t.co/zyDu3Zi9uy via Ã¢â‚¬Â_,other_useful_information
'503643131624292352',Quake in California's wine country injures dozens http://t.co/ke2wmkGeEI,injured_or_dead_people
'503643136636506112',Excellent @MSNBC story by @Maddow on the #Earthquake Early Warning System in development in #California: http://t.co/Iw5HxT5Yqa,caution_and_advice
'503643137663725568',RT @hunterschwarz: What a California thing to do. Skater takes advantage of Napa earthquake-damaged street. (via @vickydnguyen) http://t.coÃ¢â‚¬Â_,infrastructure_and_utilities_damage
'503643137835675648',IndyCar community shaken by California earthquake Indianapolis Star PQP q susto o terremotoÃ¢â‚¬Â_ http://t.co/J1wgB6vArK,other_useful_information
'503643138674528256',RT @mg: Significant amounts of drone footage on local TV station about the Napa earthquake aftermath. http://t.co/8aCEzDwD7I,other_useful_information
'503643138968133632',RT @dutchsinse: 8/24/2014 -- Large 7.0M earthquake strikes Peru -- 6.0M hits California: http://t.co/57Nl3QDLif via @YouTube,other_useful_information
'503643143729082369',"RT @nbcbayarea: ""Only in California."" Skateboarders shred buckled streets in Napa. http://t.co/qojkaVorVf #napaquake http://t.co/oQYcG97C63",other_useful_information
'503643144148099072',RT @MinnaKiistala: 6.0 earthquake in California looks terrible! &amp; it reminds me what a real estate investor friend told me: earthquake= timÃ¢â‚¬Â_,infrastructure_and_utilities_damage
'503643144991567872',"#USAHeadlines Napa earthquake could cost insurers $2.1B, but cat bonds likely safe http://t.co/4rzPurZ2jn",other_useful_information
'503643146115223552',http://t.co/7RkoUUJUlt California quake damages historic buildings: The strongest quake to hit the Bay Area in ... http://t.co/h9AQ9J9QLg,infrastructure_and_utilities_damage
'503643149374205952',News Update: Northern California Experiences Most Powerful Earthquake in 25 Years http://t.co/VI9nmsZTPT,other_useful_information
'503643149776875521',RT @NVR_Photo: Damage from #NapaQuake car under rubble at Third and Brown streets http://t.co/9A3zBYnbXW,infrastructure_and_utilities_damage
'503643151970869249',RT @bigmac: Here's a recent example of health &amp; digital at work: How the Napa earthquake affected Bay area sleepers! https://t.co/6aVYSlEGQÃ¢â‚¬Â_,other_useful_information
'503643154797854720',MUST SEE: Drone Video Offers Aerial View of Napa Quake Damage http://t.co/6KlI46fKJQ http://t.co/pZQ8Jrs12E,other_useful_information
'503643156358115328',"South Napa Earthquake causes damage, injuries - KGO-TV http://t.co/mOLAJP9Wyz",infrastructure_and_utilities_damage
'503643156668096513',California quake damages historic buildings: The strongest quake to hit the Bay Area in 25 years injured dozen... http://t.co/9xHFG0sqH3,infrastructure_and_utilities_damage
'503643156941111296',RT @DRUDGE_REPORT: Residents Report Mysterious 'Flashes' In The Sky During Napa Earthquake... http://t.co/o1DlMgLRl7,other_useful_information
'503643158580690944',RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369,not_related_or_irrelevant
'503643158748880896',"RT @heyyouapp: USA Ã‚Â» NEWS Ã‚Â» http://t.co/Z9KGc1EJ3D HOT NEWS 622 earthquake Three Critically Injured, Almost 90 Treated At Napa Hospital FolÃ¢â‚¬Â_",injured_or_dead_people
'503643159088218112',"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictiona... http://t.co/19JC441kFl",other_useful_information
'503643159239622656',RT @WesleyMooreJr: Skateboarding atop an earthquake-damaged street is the most California thing to ever happen. http://t.co/hIAorPa2qn,infrastructure_and_utilities_damage
'503643162515349505',RT @TechCrunch: Jawbone fitness trackers show data about how many people were woken up by the South Napa earthquake http://t.co/99BROOFkxf,other_useful_information
'503643163857526784',RT @hamletgarcia17: Average #earthquake insurance cost california $860 a  month via @CNN http://t.co/vVef6k7F2L  @CAgovernment  @LosAngelesÃ¢â‚¬Â_,other_useful_information
'503643164834803712',"""ELCA offers prayers for those affected by California earthquake"" via @ELCANews http://t.co/80awJvXtvj #UNYS",sympathy_and_emotional_support
'503643166453825537',RT @vjotimesherald: BOE announces emergency tax relief for business owners affected by South Napa Earthquake http://t.co/Td6okCs7jR,donation_needs_or_offers_or_volunteering_services
'503643168324071424',Napa earthquake: Power restored to thousands; cleanup continues - Los Angeles Times,infrastructure_and_utilities_damage
'503643168941015040',Magnitude 6.0 Earthquake Strikes California's Bay Area http://t.co/BQhyYt7YrO http://t.co/Cn8GZOrrY3,other_useful_information
'503643169402003456',"Napa earthquake: Hundreds hurt, dozens of buildings condemned after 6.0 jolt - Bennington Banner http://t.co/Y6QIBmHTJl #earthquakesf #...",injured_or_dead_people
'503643169524047873',"RT @RT_com: 120 injured, power outages as #California hit by largest #quake in 25 years http://t.co/ZAgdDHKxVj http://t.co/jkiiTmoI5k",injured_or_dead_people
'503643171327602689',Earthquake Blacks Out California http://t.co/BInjnRISq2,not_related_or_irrelevant
'503643171352739842',Northern California earthquake is the strongest in 25 years http://t.co/cq0JhG3X7q,other_useful_information
'503643171775983616',RT @Hunter_2_Fast: Sending my thoughts out to Napa County firefighters I've met from Cal Fire LNU out working the quake today praying for yÃ¢â‚¬Â_,sympathy_and_emotional_support
'503643175466983425',RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll httpÃ¢â‚¬Â_,not_related_or_irrelevant
'503643175550861314',"USGS reports a M1.27 #earthquake 21km N of Yucca Valley, California on 8/25/14 @ 20:31:28 UTC http://t.co/cDyXNZus6G #quake",other_useful_information
'503643176272265216',California quake warning system not in Washington #Washington http://t.co/tJxS50wah6,other_useful_information
'503643180412436480',Residents struggle with quake aftermath CNN's Gary Tuchman reports from a Northern California community that was ... http://t.co/qspbeJ5MYB,other_useful_information
'503643180508909570',RT @nlawhead: Jawbone Up data shows how many people woke up during Sunday's Napa earthquake http://t.co/tW9f0jagMz via @verge #wearables,other_useful_information
'503643180756393984',USGS: Tuesday Midday Update on South Napa Earthquake http://t.co/fma7VaC2Lr,other_useful_information
'503643181620015104',"RT @AdamSchefter: Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from SunÃ¢â‚¬Â_",donation_needs_or_offers_or_volunteering_services
'503643183675219968',#USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit http://t.co/Izbt0fAVhh,other_useful_information
'503643187034853376',Napa earthquake lessons: How to prepare your business for disaster http://t.co/CNu1GCnVeL,caution_and_advice
'503643187798228992',#USAHeadlines Northern California Quake: No Way to Know When Next One Will Hit http://t.co/o6OV3n8FpN,other_useful_information
'503643187802406912',#napaquake #Napa any digital marketers/providers affected by the Napa earthquake? #cxm #digitalmarketing,other_useful_information
'503643187903488000',"RT @SABCNewsOnline: California wine country shaken by 6.0 quake, dozens hurt http://t.co/u17lz0xEQi",injured_or_dead_people
'503643190054764544',RT @jfew: The most California thing imaginable. #skateordie #skateANDdie #earthquake http://t.co/OCSxUaPlZe,other_useful_information
'503643190675505153',RT @MeredithFrost: California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll httpÃ¢â‚¬Â_,other_useful_information
'503643190864257024',RT @TheEllenShow: Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.,sympathy_and_emotional_support
'503643191061401601',RT @hamburgergravy: Very distressing: Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/mFt1C5VKR0,infrastructure_and_utilities_damage
'503643191531167744',"RT @scullather: ""@infodude: amazing use of #BigData from @Jawbone - How the Napa Earthquake Affected Bay Area Sleepers https://t.co/SSlD8wQÃ¢â‚¬Â_",infrastructure_and_utilities_damage
'503643192734916608',RT @mamamellet: @troyesivan @tyleroakley what's going on California? Did you feel the quake at all?,not_related_or_irrelevant
'503643194832060417',"Latest on Napa earthquake - Four homes destroyed, others damaged by fire; over 100 patients treated at hospital, http://t.co/XSHJ8VjjuL",infrastructure_and_utilities_damage
'503643195897810944',RT @politico: Strong earthquake jars Northern California http://t.co/eNKl44ZR5g,other_useful_information
'503643196111327232',#WAPen Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/GUJktxHBQL,other_useful_information
'503643196661174272',"Scores of aftershocks from Napa earthquake felt, more on the way - Los Angeles Times: NBCNews.comScores of aft... http://t.co/HpfI3e209G",caution_and_advice
'503643196945997825',California hit by biggest earthquake in 25 years http://t.co/Liv4YOWeqh,other_useful_information
'503643197294514176',#lmswageer Renewed Calls for Early-Warning System After Quake: California quake leads to renewed call... http://t.co/vJ34n3GoYQ #SIGUEME,other_useful_information
'503643197919469568',"RT @News24lHOT: Ã¢â€ â€™ USA http://t.co/60bowRc7ip Ã¢â€ â€™ Dozens injured, 6 critically, after strong earthquake in California USA Ã¢â€ â€™ (CNN) -- A 6.0-magÃ¢â‚¬Â_",injured_or_dead_people
'503643197969424384',Check this out! California Earthquake: Is the Big One Close? http://t.co/Mc8ces1W4c,other_useful_information
'503643198116225024',RT @globalnews: California winemakers cleaning up after quake http://t.co/CKtmNu9mPb http://t.co/HVM0LjZwHi,other_useful_information
'503643202125955073',RT @AP: Nuclear expert calls for California plant to be shut to see if it can withstand shaking from earthquake faults: http://t.co/O3ikASYÃ¢â‚¬Â_,infrastructure_and_utilities_damage
'503643202403196929',Surveillance Video Shows Dog Bolting From South Napa Quake: http://t.co/Zi6vxwusZS via @YouTube #NLN #California,other_useful_information
'503643204156006400',RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.Ã¢â‚¬Â_,injured_or_dead_people
'503643204865236992',RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA,other_useful_information
'503643205280468992',"No reports of injuries to missionaries, members following Napa quake #ChurchNews #Mormon #lds http://t.co/9eRZ11zldb via @deseretnews",injured_or_dead_people
'503643205879861250',"Okay, so the earthquake in california that i was in is waaaay less scary than the fucking #Ferguson pigs. Nobody died.",other_useful_information
'503643206219624450',#3tking Napa Earthquake Hastens Calls for Warning System http://t.co/ytfwvKy03A,caution_and_advice
'503643207486283776',RT @LiveScience: Strongest Earthquake in 25 Years Hits Northern California http://t.co/VIz2eTatqc,other_useful_information
'503643208169967616',Earthquake in Napa Valley hits wineries: The wineries in Napa Valley have been damaged following the 6.1-magni... http://t.co/pUuvApneCo,infrastructure_and_utilities_damage
'503643209151807490',RT @ShannonBrinias: Crazy busy day/night at #CBS13 &amp; our crews out in the field. Thoughts r w #NapaQuake victims-this is a serious blow to Ã¢â‚¬Â_,other_useful_information
'503643209671925761',"@taylorswift13 @edsheeran your song ""SHAKE IT OFF"" rocks so much it caused a 6.1 #earthquake here in Nor.California Shaken off aftershocks",not_related_or_irrelevant
'503643209894211587',"Top story: How did the Napa earthquake affect sleep? https://t.co/kEReBOOC6t, see more http://t.co/ZSN9JoPrdT",other_useful_information
'503643210288496643',RT @ChimneyRockWine: Do you want to help wineries who need help?  Here's one way you can:  Napa Earthquake Volunteers http://t.co/Q87rF7GzYÃ¢â‚¬Â_,donation_needs_or_offers_or_volunteering_services
'503643210330435584',6.0-magnitude earthquake hits Northern California via @ABC7 http://t.co/KEciTxU5Bp,other_useful_information
'503643210892464128',Mexico expresses solidarity to California after quake http://t.co/g2QToe0IKH #EN,sympathy_and_emotional_support
'503643212108795904',RT @Jawbone: Here's how the Napa earthquake affected Bay Area sleepers. https://t.co/VHPepUVkXY http://t.co/hYSMku79MO,other_useful_information
'503643212112994305',Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California http://t.co/FVLey8kD5q,other_useful_information
'503643213979070465',6.0 earthquake shakes Northern California | Mail ... http://t.co/dTxybX3IDl,other_useful_information
'503643214180392961',"RT @AP: California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine: http://t.co/1RGk5deR1q",infrastructure_and_utilities_damage
'503643214834724864',Northern California rocked by magnitude 6.0 earthquake | http://t.co/y4w1E8EMsa,other_useful_information
'503643214943764480',"USGS reports a M0.78 #earthquake 18km ESE of Anza, California on 8/28/14 @ 17:45:20 UTC http://t.co/8eo376NgUf #quake",other_useful_information
'503643214998282241',RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369,not_related_or_irrelevant
'503643215950389249',RT @TheNewDaily_: Get all the details on the strong 6.0-magnitude earthquake that hit California overnight: http://t.co/0QU9exq8H8 http://tÃ¢â‚¬Â_,other_useful_information
'503643216084602880',90 percent of the nation's wine comes from California and the Napa earthquake could make prices go up. #GoodMorning7 on @WKBW.,infrastructure_and_utilities_damage
'503643216424357888',RT @THEguywilson: Sending thoughts and prayers to all those affected by the earthquake. #Napa #NapaEarthquake,sympathy_and_emotional_support
'503643216952844288',Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California  http://t.co/5OIREbNtov,not_related_or_irrelevant
'503643217514868736',RT @WSJ: Images from Northern California where a powerful earthquake struck Sunday morning. http://t.co/udYJBsLYPo (Photo: AP) http://t.co/Ã¢â‚¬Â_,other_useful_information
'503643218278240256',RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369,not_related_or_irrelevant
'503643218714439680',RT @nicoleewayne: Ã‚Â_ http://t.co/3pCPFp9MPv 951 Ã‚Â_ Bay Area earthquake damages Napa County Airport Ã‚Â_ Clean-up is still underway in the wake oÃ¢â‚¬Â_,infrastructure_and_utilities_damage
'503643219885031424',California begins quake clear-up http://t.co/X2bDsnE22i #TopNews,not_related_or_irrelevant
'503643220949991424',"Rest easy, oenophiles: Napa Valley quake wonÃ¢â‚¬â„¢t spike price of California wine http://t.co/KcAyoPRfS8 #stocks",not_related_or_irrelevant
'503643221218824192',"Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurassic Park's esteemed, fictiona... http://t.co/hN1MFwPSSf",not_related_or_irrelevant
