_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
917599364,false,finalized,3,3/27/2016 10:29:07,disease_transmission,1.0,,'460400656780513280',No clear transmission link btwn camels and humans for MERS. 94% Egyptian camels seropositive but no human cases yet. Hmm #asm2014
917599365,false,finalized,3,3/27/2016 10:04:26,affected_people,0.6757,,'460400702985347072',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/b5d6ok7q2g
917599366,false,finalized,3,3/27/2016 11:00:37,other_useful_information,1.0,,'460400710874431489',Indiana Department of Health creates hotline for people with questions about MERS virus http://t.co/aChN3C61XW
917599367,false,finalized,3,3/27/2016 10:29:38,affected_people,0.6562,,'460400882518347776',#LatestNews Saudi Arabia finds another 18 MERS cases as disease spreads http://t.co/JdbY7UgewU
917599368,false,finalized,3,3/27/2016 09:22:08,affected_people,0.6637,,'460400944769806337',2 in Florida Show Symptoms of Deadly Middle EasternÂ Virus http://t.co/SI3l6M4Zhf
917599369,false,finalized,3,3/27/2016 10:16:55,affected_people,1.0,,'460400959785418752',RT @CBCAlerts: Centers for Disease Control reports first case of #MERS in the United States. #CDC
917599370,false,finalized,3,3/27/2016 09:44:44,other_useful_information,1.0,,'460401189780463616',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/XZA6n1xv0I
917599371,false,finalized,3,3/27/2016 09:44:44,prevention,1.0,,'460401255584919555',"@WHO Dr Fukuda: Infection prevention&amp;control e.g. wash your hands after handling patients in hosp,wear gloves,masks at the right time #MERS"
917599372,false,finalized,3,3/27/2016 10:29:07,disease_signs_or_symptoms,1.0,,'460401451341451264',The Instagram for doctors is a Toronto-made photosharing app that helps doctors learn #MERS symptoms http://t.co/BtRqrulGMj RT @CBCToronto
917599373,false,finalized,3,3/27/2016 10:18:04,affected_people,0.6512,,'460401830573256704',_Saudi Arabia finds another 18 #MERS cases as disease spreads. http://t.co/j1QyWC6IvJ #publichealth #ptsafety #healthcare
917599374,false,finalized,3,3/27/2016 09:46:11,affected_people,1.0,,'460401843927937024',#SaudiArabia finds another 32 MERS cases as disease spreads: Saudi Arabia said on Thursday it had iden... http://t.co/89A2es4jjk
917599375,false,finalized,3,3/27/2016 10:49:55,other_useful_information,1.0,,'460401993606234112',Orlando MERS virus case sparks questions  http://t.co/gDfqyuRBwP
917599376,false,finalized,3,3/27/2016 10:23:51,not_related_or_irrelevant,0.6503,,'460402577495318528',RT @AnimalAbusers: did you ever see movie Contagion   how factory farms spread deadly disease  end scene https://t.co/yQpoN16Qip  #mers httâ€¦
917599377,false,finalized,3,3/27/2016 11:00:37,prevention,0.3363,,'460402651277295616',"#Olle_Carly Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca p... http://t.co/69WG118iuT"
917599378,false,finalized,3,3/27/2016 09:45:48,affected_people,1.0,,'460402945717456896',Potential MERS cases under watch: The Disease Control Department on Thursday revealed that 17 people have been... http://t.co/0Kg2wrR6Y7
917599379,false,finalized,3,3/27/2016 09:44:44,affected_people,1.0,,'460403081528635393',#DaniieliToh_x MYSTERIOUS DISEASE  CDC confirms first case of MERS virus in an American: VIDEO: CDC announces ... http://t.co/19v9Qt50px
917599380,false,finalized,4,3/27/2016 13:20:59,disease_signs_or_symptoms,0.7506,,'460403121723043841',RT @DailyHealthTips: MERS CoV : Symptoms &amp; Prevention  #MERS #HealthTips http://t.co/nef4SLwnXu
917599381,false,finalized,3,3/27/2016 09:22:08,prevention,0.6665,,'460403550799945728',RT @WSJ: Experts cautiously welcome signs of stepped-up Saudi efforts against MERS virus. http://t.co/8Uuiuke0CU (Getty) http://t.co/1LOYKyâ€¦
917599382,false,finalized,3,3/27/2016 16:50:21,other_useful_information,0.6571,,'460403706295377920',@olamide719 WHO Holds Emergency Meeting Over MERS: Health and infectious disease experts have met at the World... http://t.co/ZhEr2PofA8
917599383,false,finalized,3,3/27/2016 11:08:05,disease_transmission,1.0,,'460403787987816449',RT @FirestormSol: MERS patient in United States significant - marks documented case of human-to-human transmission http://t.co/LIFQSHahex
917599384,false,finalized,3,3/27/2016 09:48:55,prevention,0.3352,,'460403950689456128',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/HhRM6QpqHv"
917599385,false,finalized,3,3/27/2016 10:19:25,affected_people,0.6726,,'460404012022771713',"Airports on alert after 2nd MERS case confirmed: HUNTSVILLE, Ala. (WAAY) â€“ The Centers for Disease Control and... http://t.co/PBzRUIkbfk"
917599386,false,finalized,3,3/27/2016 10:29:07,affected_people,0.6581,,'460404072126750720',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/Qwvo3kFX35
917599387,false,finalized,3,3/27/2016 10:49:55,other_useful_information,0.3721,,'460404194269495296',"The very serious MERS respiratory disease has come to Florida. For more on the story, please go to... http://t.co/7TjSwNrDuz"
917599388,false,finalized,3,3/27/2016 10:23:51,affected_people,0.6749,,'460404220437344257',RT @CBIC: RT @CIDRAP Official: US #MERS patient's first symptoms preceded travel http://t.co/89F6VQxisC #infectioncontrol #publichealth
917599389,false,finalized,4,3/27/2016 16:36:42,affected_people,0.7169,,'460404530157719552',RT @RT_America: Two hospital workers showing signs of deadly MERS virus in Florida http://t.co/klie6RK27F http://t.co/NaPu9kXARc
917599390,false,finalized,3,3/27/2016 09:43:26,other_useful_information,0.6939,,'460404886882885632',MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/4glIMzQEea
917599391,false,finalized,4,3/27/2016 16:44:08,affected_people,0.7415,,'460404961533497344',First Case of Deadly Middle Eastern Virus Found in U.S.: The Centers for Disease Control has confirmed that a case of the deadly Midd...
917599392,false,finalized,6,3/27/2016 13:21:36,prevention,0.6379,,'460404961960935425',@ilhamabuljadaye Do u remember the new technology adopted in Dubai for Coronavirus prevention and all the propaganda?!! check this website
917599393,false,finalized,3,3/27/2016 09:46:11,disease_signs_or_symptoms,0.6268,,'460404981527355393',RT @ajam: Hospital workers in contact with MERS patient display flu-like symptoms http://t.co/cjDeVgabAR
917599394,false,finalized,4,3/27/2016 16:34:45,other_useful_information,0.4568,,'460405480834080769',#Alert #Trust Scientists question Saudi openness on deadly MERS virus outbreak http://t.co/PD81KN8sea #Reuters via @AlertNet #Berluscoma
917599395,false,finalized,3,3/27/2016 16:46:44,affected_people,0.6641,,'460405586031816704',Saudi Arabia finds another 18 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Arabia has identified 18... http://t.co/GpYpBb4080
917599396,false,finalized,3,3/27/2016 16:42:35,disease_signs_or_symptoms,1.0,,'460405588196093952',RT @MedicalIntel: Official: US #MERS patients first symptoms preceded travel http://t.co/5B5OeDisM2 via @cidrap
917599397,false,finalized,3,3/27/2016 10:27:26,affected_people,1.0,,'460405737190346752',2 health care workers exposed to MERS patient had flu-like symptoms  #news
917599398,false,finalized,3,3/27/2016 10:34:41,affected_people,0.6677,,'460405815367589888',#01Molleto 2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/EKfJccrRZ1 #HerreraTeamSwagga
917599399,false,finalized,3,3/27/2016 09:20:47,treatment,0.6939,,'460405862138675200',@tedhouk  Currently no specific antiviral treatment for #MERS. Based on patientâ€™s clinical condition.
917599400,false,finalized,3,3/27/2016 09:42:55,other_useful_information,1.0,,'460406016640049152',"RT @nbcbayarea: JUST IN: TSA and CDC to post signs at major U.S. airports, alerting travelers about MERS virus. (via @NBCNightlyNews) http:â€¦"
917599401,false,finalized,4,3/27/2016 17:45:22,affected_people,0.5067,,'460406059845156864',NTRR Works to Eliminate Spread of Disease as 2nd U.S. Case of MERS Reported - MarketWatch http://t.co/ClYho9pA2t
917599402,false,finalized,4,3/27/2016 17:12:59,affected_people,1.0,,'460406086181584896',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/vLuu3F5CH1
917599403,false,finalized,3,3/27/2016 09:56:09,other_useful_information,0.3453,,'460406087980556288',RT @CTV_AvisFavaro: #MERS now exported to US  flew from Riyadh April 24 to Chicago. Took a bus to Indiana. Respiratory symptoms began Aprilâ€¦
917599404,false,finalized,3,3/27/2016 11:00:37,other_useful_information,1.0,,'460406429867057152',RT @ChiPublicHealth: Residents and medical providers who have questions about MERS-CoV should call the IL State hotline at 1-844-565-0256 hâ€¦
917599405,false,finalized,4,3/27/2016 16:41:06,other_useful_information,0.5222,,'460406475308142592',Primarily look at people with acute disease #asm2014 #MERS #chikungunya http://t.co/cait8oNEIE but also human/animal interface
917599406,false,finalized,3,3/27/2016 10:52:05,affected_people,1.0,,'460406506786394112',RT @HelenBranswell: 2 healthcare workers at Orlando hospital who had contact with 2nd #MERS case have flu-like symptoms.Waiting for test reâ€¦
917599407,false,finalized,3,3/27/2016 10:31:44,other_useful_information,0.6299,,'460406562004406272',Scientists question Saudi openness on deadly MERS virus outbreak http://t.co/8UemFrPfo1 #news #world
917599408,false,finalized,3,3/27/2016 10:38:06,affected_people,1.0,,'460406583823171584',2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... http://t.co/88NQPLMvq4
917599409,false,finalized,3,3/27/2016 10:27:26,disease_transmission,0.3627,,'460406612625485824',"The animals are the Typhoid Mary of Middle East Respiratory Syndrome, infectious disease expert says http://t.co/OmOAkVZtB8"
917599410,false,finalized,4,3/27/2016 17:46:10,disease_transmission,0.5039,,'460406652836274176',â€œ@TIME: 2 hospital workers treating MERS patient shows virus-like symptoms http://t.co/2vgtFdlJCiâ€ I heard this may have originated camels
917599411,false,finalized,4,3/27/2016 17:43:47,affected_people,0.7551,,'460406798349250560',Saudi Arabia finds another 18 MERS cases as disease spreads: Saudi Arabia has identified 18 new cases of Middl... http://t.co/tdI7DOrXJz
917599412,false,finalized,5,3/27/2016 13:21:15,affected_people,1.0,,'460406831647850496',RT @Reuters: Saudi Arabia finds another 18 MERS cases as disease spreads http://t.co/d8P2ymugzg
917599413,false,finalized,4,3/27/2016 10:19:14,other_useful_information,1.0,,'460406843396071424',RT @NewDay: Important questions answered about #MERS: http://t.co/QCkNdsiMHP #NewDay http://t.co/z9kJ2AB5kY
917599414,false,finalized,3,3/27/2016 22:56:01,other_useful_information,0.7123,,'460406925109510144',RT @verge: The deadly respiratory disease MERS has hit the US for the first time http://t.co/YlUmSH7Woi
917599415,false,finalized,3,3/27/2016 17:25:42,other_useful_information,0.6694,,'460406930742063107',Antibodies against deadly emerging disease MERS identified - Zee News: The Australian Financial ReviewAntibodi... http://t.co/U6KoBNi5gb
917599416,false,finalized,3,3/27/2016 16:46:44,other_useful_information,0.6641,,'460406992939810816',"RT @marynmck: 10/10 â€¦ so find trustworthy sources. i suggest following  @HelenBranswell, longtime infectious disease reporter who follows Mâ€¦"
917599417,false,finalized,3,3/27/2016 16:33:56,other_useful_information,0.6427,,'460407011960561665',RT @GSSHealth: 3rd US #MERS #coronavirus case brings more questions than answers http://t.co/Dfc6b3F56s @USAToday
917599418,false,finalized,3,3/27/2016 22:56:01,treatment,1.0,,'460407043778969600',RT @Nuviun: #mHealth Summit #MiddleEast Presents Solutions Against Contagious Diseases Like #MERS http://t.co/wI2ZnVNsYA @HIMSSME #digitalhâ€¦
917599419,false,finalized,3,3/27/2016 13:09:44,other_useful_information,0.8263,,'460407131678994432',RT @CDCgov: #MERS &amp; #H7N9=recent global disease threats. Working w/ partners on #globalhealthsecurity we can save lives http://t.co/F6yZwyWâ€¦
917599420,false,finalized,3,3/27/2016 10:27:26,other_useful_information,1.0,,'460407134266875904',RDH eVillage: Average visit 94 minutes | Handle the insurance question | Kelsch's update on #MERS virus http://t.co/ZhV8ZksA2t #dental
917599421,false,finalized,4,3/27/2016 13:24:29,affected_people,0.792,,'460407666964455424',RT @CMichaelGibson: 2 health care workers exposed to MERS patient had flu-like symptoms - http://t.co/1X5k4yBrFc http://t.co/QXiRFI4CL3
917599422,false,finalized,3,3/27/2016 16:47:53,other_useful_information,0.3457,,'460407670915076098',"RT @tjax620: Theres an awful DISEASE inflicting this country. It's worse than cancer, heart attacks, AIDS, MRSA &amp; MERS combined! It's calleâ€¦"
917599423,false,finalized,3,3/27/2016 10:19:25,disease_transmission,0.7111,,'460407917741486082',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/Cg57M5bKHL"
917599424,false,finalized,5,3/27/2016 10:13:50,other_useful_information,1.0,,'460408019411812353',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/6qnPy6Y3xK
917599425,false,finalized,4,3/27/2016 10:16:51,affected_people,0.5087,,'460408286014341120',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via @cnnbrk"
917599426,false,finalized,3,3/27/2016 10:18:04,affected_people,1.0,,'460408321304829953',RT @BreakingNews: Federal health officials say Illinois man believed to be infected with the MERS virus didn't have signs of the disease afâ€¦
917599427,false,finalized,5,3/27/2016 09:15:46,other_useful_information,0.5777,,'460408412476801024',Had to actually look up if MERS was an indie band or deadly disease.
917599428,false,finalized,3,3/27/2016 09:41:03,other_useful_information,1.0,,'460408458357915650',"Frequently Asked Questions on Middle East Respiratory Syndrome Coronavirus (MERSâ€CoV) (WHO, May 17 2014) http://t.co/lm3nEvbceI"
917599429,false,finalized,3,3/27/2016 10:49:55,other_useful_information,1.0,,'460408657851580416',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/74EwqvQ9CD
917599430,false,finalized,4,3/27/2016 10:17:11,affected_people,0.4888,,'460408681822437376',#FL health workers have symptoms after #MERS patient contact http://t.co/1bfFz9Hz9x #HSEM #Flu
917599431,false,finalized,4,3/27/2016 17:43:47,prevention,1.0,,'460408897917181952',CDC-MERS-Infection Prevention and Control - @CDCgov http://t.co/1iBj0Wnzef
917599432,false,finalized,3,3/27/2016 10:29:38,affected_people,0.648,,'460408909317304320',"#LatestNews Person who has contact with Indiana MERS patient positive for virus, but few symptoms: Alex CukanA...  http://t.co/X4sNKIcBEP"
917599433,false,finalized,3,3/27/2016 09:43:26,affected_people,1.0,,'460408923791843328',Two hospital workers showing signs of deadly MERS virus in Florida: More cases of the deadly Middle East Respi... http://t.co/wN60M92gUb
917599434,false,finalized,3,3/27/2016 09:46:11,affected_people,0.6173,,'460408961028456448',First Case of Deadly Middle Eastern Virus Found in U.S.: The Center for Disease Control has confirmed that a c... http://t.co/fpiNyNht27
917599435,false,finalized,3,3/27/2016 10:51:02,disease_transmission,0.619,,'460409204051025920',RT @theinquisitr: MERS Virus Symptoms Being Spread By Muslims Drinking Camel Urine? http://t.co/FHln8gsUd5 http://t.co/GfTQPUfoC7
917599436,false,finalized,4,3/27/2016 17:43:47,affected_people,0.7576,,'460409346590248960',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/Nj9UDptttv
917599437,false,finalized,5,3/27/2016 09:15:46,disease_transmission,0.8015,,'460409457361428481',RT @PHE_uk: Risk of #MERS transmission is extremely low but as a precautionary measure we are contacting UK passengers to provide health inâ€¦
917599438,false,finalized,4,3/27/2016 09:54:21,disease_transmission,1.0,,'460409768260423681',RT @RealPoxdoc: Camels easily infected with #MERS and shed large amounts of virus from the nose.  Likely candidate for transmission to humaâ€¦
917599439,false,finalized,4,3/27/2016 17:45:22,other_useful_information,0.7193,,'460409857313492992',#SEO #NativeBusiness 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/PK4BsjQ8bE #InternetMarketing
917599440,false,finalized,4,3/27/2016 13:21:15,affected_people,0.7322,,'460410002021154816',#WebDesigning 2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/Bu5UsAWnFt
917599441,false,finalized,3,3/27/2016 09:45:48,affected_people,1.0,,'460410135593353217',Saudi Arabia reports another 32 MERS cases as disease spreads http://t.co/mfZ8B7DKA8
917599442,false,finalized,4,3/27/2016 13:20:59,other_useful_information,1.0,,'460410172834213888',#TeamAruba Gupta: Disease origin a 'mystery': Dr. Sanjay Gupta has answers about MERS after the CDC confirms t... http://t.co/OySvB4czZ3
917599443,false,finalized,3,3/27/2016 17:55:34,disease_transmission,0.6404,,'460410242791378944',"RT @lisaschnirring: CDC is reporting secondary #MERS transmission in Illinois close contact of 1st US case, based on serology testing 1/2"
917599444,false,finalized,3,3/27/2016 10:49:55,disease_transmission,0.6395,,'460410307178168320',RT @jokhdarh: @jokhdarh because we don't have vaccine and no treatment for MERS-CoV then we have to fight to break the chain of transmissioâ€¦
917599445,false,finalized,3,3/27/2016 09:45:48,affected_people,0.6711,,'460410333753249792',dont bring that shit here RT @NBCLA: LA Co. residents who shared flight w/ MERS patient show no signs of having virus http://t.co/zd4bhqWKxQ
917599446,false,finalized,4,3/27/2016 10:21:35,other_useful_information,0.5144,,'460410358923264000',RT @MarinaMarraco: Could there be more cases of #MERS in the US? In Central Florida? It's troubling question officials want answered.
917599447,false,finalized,4,3/27/2016 10:17:11,prevention,1.0,,'460410661374558208',RT @makoto_au_japon: Opinion: #Prevention is the best medicine for #MERS #virus http://t.co/gNel3Y6S0u #Indonesia #coronavirus #haj #umrah â€¦
917599448,false,finalized,4,3/27/2016 13:19:40,affected_people,0.7229,,'460410703774769153',Centers for Disease Control confirms first U.S. case of deadly MERS virus http://t.co/5EJXv7eTLK
917599449,false,finalized,3,3/27/2016 10:16:55,disease_signs_or_symptoms,1.0,,'460410970989690880',MERS Virus Symptoms Warnings Protested In Saudi Arabia By Kissing Camels - http://t.co/Uhs0jFe66I
917599450,false,finalized,3,3/27/2016 10:04:26,other_useful_information,1.0,,'460411267002667008',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana - Mashable http://t.co/4WqxPRn99M
917599451,false,finalized,3,3/27/2016 10:07:44,affected_people,1.0,,'460411380357947392',2 Florida Health Workers Showing Symptoms After Exposure To MERS Patient http://t.co/XDIU6yojjK
917599452,false,finalized,4,3/27/2016 10:07:49,disease_transmission,0.4815,,'460411412528254976',Deadly respiratory disease MERS spreads to Iran - Fox News : http://t.co/CvdC9q4cDs | #Iran
917599453,false,finalized,3,3/27/2016 09:43:26,disease_transmission,0.6939,,'460411786454245377',RT @CBNNews: Illinois man who contracted the mysterious MERS virus believed to be 1st case of person-to-person transmission in US. http://tâ€¦
917599454,false,finalized,3,3/27/2016 10:29:38,other_useful_information,1.0,,'460411786941194240',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/k5im0AHSm3
917599455,false,finalized,3,3/27/2016 10:04:26,affected_people,0.6757,,'460411788098424832',Florida health workers have symptoms after MERS patient contact http://t.co/Tk14pEKJku #MERS #MERSCoV
917599456,false,finalized,3,3/27/2016 10:19:25,other_useful_information,0.6726,,'460411813243682816',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana  #BuyFollowers http://t.co/sHaF8qvY8c http://t.co/3RHdIVdmtu
917599457,false,finalized,3,3/27/2016 10:29:07,disease_signs_or_symptoms,1.0,,'460411835892908032',"RT @ANNELAMOTT: My MERS symptoms are increasing in severity.  Probably shd cancel plans for yardwork, &amp; just rest.  Try to keep the patientâ€¦"
917599458,false,finalized,3,3/27/2016 10:19:25,disease_signs_or_symptoms,0.3837,,'460411871192182785',"RT @CBSThisMorning: Disturbing signs that deadly disease MERS may be spreading from FL to other parts of the country. The latest, ahead on â€¦"
